url_path,views_total,views_unique
/timmalich/edukiz,21,11
/timmalich/edukiz/tree/main/scripts,3,2
/timmalich/edukiz/blob/main/index.html,2,1
/timmalich/edukiz/tree/main/.github/workflows,2,1
/timmalich/edukiz/blob/github-repo-stats/timmalich/edukiz/latest-report/report.pdf,1,1
/timmalich/edukiz/blob/main/scripts/edukiz.freecluster.eu.csr,1,1
/timmalich/edukiz/blob/main/scripts/edukiz.freecluster.eu.key,1,1
/timmalich/edukiz/issues/3,1,1
/timmalich/edukiz/tree/github-repo-stats,1,1
/timmalich/edukiz/tree/github-repo-stats/timmalich/edukiz,1,1
