url_path,views_total,views_unique
/timmalich/edukiz,42,35
/timmalich/edukiz/tree/main/original_svg_images_which_are_to_huge,2,2
/timmalich/edukiz/blob/main/.gitignore,1,1
/timmalich/edukiz/blob/main/index.html,1,1
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/dragon4.svg,1,1
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/dragon8.svg,1,1
/timmalich/edukiz/commit/348580de5a53a8b0057e5e4b833223f2b76e6be7,1,1
/timmalich/edukiz/deployments/github-pages,1,1
/timmalich/edukiz/issues,1,1
/timmalich/edukiz/pulls,1,1
