time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,11,5,13,6
2026-08-05 00:00:00+00:00,5,5,3,2
2026-08-06 00:00:00+00:00,7,2,0,0
2026-08-07 00:00:00+00:00,15,6,2,1
2026-08-08 00:00:00+00:00,15,6,2,2
2026-08-09 00:00:00+00:00,5,5,16,6
2026-08-10 00:00:00+00:00,3,3,4,4
2026-08-11 00:00:00+00:00,9,4,2,2
2026-08-12 00:00:00+00:00,8,4,5,4
2026-08-13 00:00:00+00:00,15,5,19,15
2026-08-14 00:00:00+00:00,4,4,5,3
2026-08-15 00:00:00+00:00,497,354,3,3
2026-08-16 00:00:00+00:00,5,4,7,4
2026-08-17 00:00:00+00:00,2,2,5,2
