url_path,views_total,views_unique
/timmalich/edukiz,60,41
/timmalich/edukiz/issues,3,3
/timmalich/edukiz/actions,2,2
/timmalich/edukiz/blob/main/index.html,2,2
/timmalich/edukiz/pulls,2,2
/timmalich/edukiz/blob/main/public/index.html,1,1
/timmalich/edukiz/issues/14,1,1
/timmalich/edukiz/tree/main,1,1
/timmalich/edukiz/tree/main/.github/workflows,1,1
/timmalich/edukiz/tree/main/public,1,1
