url_path,views_total,views_unique
/timmalich/edukiz,40,34
/timmalich/edukiz/blob/main/package.json,2,2
/timmalich/edukiz/tree/main/public,2,2
/timmalich/edukiz/tree/main/original_svg_images_which_are_to_huge,2,1
/timmalich/edukiz/blob/main/README.md,1,1
/timmalich/edukiz/blob/main/index.html,1,1
/timmalich/edukiz/blob/main/jest.config.js,1,1
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/cat1.svg,1,1
/timmalich/edukiz/blob/main/src/App.vue,1,1
/timmalich/edukiz/blob/main/vue.config.js,1,1
