url_path,views_total,views_unique
/timmalich/edukiz,44,31
/timmalich/edukiz/tree/main/original_svg_images_which_are_to_huge,3,3
/timmalich/edukiz/blob/main/README.md,2,2
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/dragon4.svg,2,2
/timmalich/edukiz/issues,2,2
/timmalich/edukiz/tree/main/tests,2,2
/timmalich/edukiz/blob/main/babel.config.js,1,1
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/cat1.svg,1,1
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/dragon8.svg,1,1
/timmalich/edukiz/blob/main/package.json,1,1
