time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,22,7,9,5
2026-05-31 00:00:00+00:00,21,11,4,3
2026-06-01 00:00:00+00:00,21,10,16,3
2026-06-02 00:00:00+00:00,19,9,0,0
2026-06-03 00:00:00+00:00,5,5,1,1
2026-06-04 00:00:00+00:00,12,6,0,0
2026-06-05 00:00:00+00:00,6,4,13,5
2026-06-06 00:00:00+00:00,11,5,8,3
2026-06-07 00:00:00+00:00,11,5,3,2
2026-06-08 00:00:00+00:00,17,7,2,1
2026-06-09 00:00:00+00:00,21,7,8,5
2026-06-10 00:00:00+00:00,18,9,2,2
2026-06-11 00:00:00+00:00,24,8,2,2
2026-06-12 00:00:00+00:00,17,7,5,5
