referrer,views_total,views_unique
Google,44,21
chatgpt.com,4,2
perplexity.ai,4,1
yandex.ru,1,1
timmalich.github.io,1,1
edukiz.freecluster.eu,1,1
github.com,1,1
Bing,1,1
