time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-28 00:00:00+00:00,15,10,6,3
2026-03-29 00:00:00+00:00,17,8,8,4
2026-03-30 00:00:00+00:00,8,4,3,3
2026-03-31 00:00:00+00:00,12,7,13,3
2026-04-01 00:00:00+00:00,9,4,5,3
2026-04-02 00:00:00+00:00,5,4,9,5
2026-04-03 00:00:00+00:00,4,3,1,1
2026-04-04 00:00:00+00:00,17,7,4,3
2026-04-05 00:00:00+00:00,8,6,1,1
2026-04-06 00:00:00+00:00,11,7,1,1
2026-04-07 00:00:00+00:00,15,6,7,5
2026-04-08 00:00:00+00:00,22,11,2,2
2026-04-09 00:00:00+00:00,10,6,0,0
2026-04-10 00:00:00+00:00,4,3,3,2
