url_path,views_total,views_unique
/timmalich/edukiz,37,13
/timmalich/edukiz/actions/new,11,1
/timmalich/edukiz/tree/github-repo-stats,8,1
/timmalich/edukiz/tree/github-repo-stats/timmalich/edukiz,7,1
/timmalich/edukiz/network/members,5,2
/timmalich/edukiz/tree/github-repo-stats/timmalich/edukiz/latest-report,4,1
/timmalich/edukiz/tree/main/scripts,3,2
/timmalich/edukiz/actions/workflows/repostats.yml,3,1
/timmalich/edukiz/blob/github-repo-stats/timmalich/edukiz/latest-report/report.html,3,1
/timmalich/edukiz/runs/4941710286,3,1
