url_path,views_total,views_unique
/timmalich/edukiz,42,34
/timmalich/edukiz/tree/main/scripts,3,1
/timmalich/edukiz/issues,2,2
/timmalich/edukiz/tree/main,2,2
/timmalich/edukiz/tree/main/public,2,2
/timmalich/edukiz/blob/main/.github/workflows/repostats.yml,1,1
/timmalich/edukiz/blob/main/original_svg_images_which_are_to_huge/cat1.svg,1,1
/timmalich/edukiz/blob/main/public/img/car2.svg,1,1
/timmalich/edukiz/blob/main/public/img/cat1.png,1,1
/timmalich/edukiz/blob/main/public/img/characters/1.svg,1,1
