time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-04 00:00:00+00:00,17,7,4,3
2026-04-05 00:00:00+00:00,8,6,1,1
2026-04-06 00:00:00+00:00,11,7,1,1
2026-04-07 00:00:00+00:00,15,6,7,5
2026-04-08 00:00:00+00:00,22,11,2,2
2026-04-09 00:00:00+00:00,10,6,0,0
2026-04-10 00:00:00+00:00,4,3,3,2
2026-04-11 00:00:00+00:00,12,7,2,2
2026-04-12 00:00:00+00:00,13,7,5,3
2026-04-13 00:00:00+00:00,10,4,8,5
2026-04-14 00:00:00+00:00,9,3,3,2
2026-04-15 00:00:00+00:00,25,12,6,6
2026-04-16 00:00:00+00:00,4,3,1,1
2026-04-17 00:00:00+00:00,16,5,8,5
