time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,24,8,2,2
2026-06-12 00:00:00+00:00,17,7,5,5
2026-06-13 00:00:00+00:00,23,9,19,6
2026-06-14 00:00:00+00:00,24,8,1,1
2026-06-15 00:00:00+00:00,23,9,4,3
2026-06-16 00:00:00+00:00,18,7,0,0
2026-06-17 00:00:00+00:00,21,7,4,2
2026-06-18 00:00:00+00:00,8,3,2,2
2026-06-19 00:00:00+00:00,31,7,1,1
2026-06-20 00:00:00+00:00,46,12,6,5
2026-06-21 00:00:00+00:00,37,8,7,6
2026-06-22 00:00:00+00:00,44,10,0,0
2026-06-23 00:00:00+00:00,34,9,3,3
2026-06-24 00:00:00+00:00,37,12,0,0
